place,city,country
Arkansas Heart Hospital Clinic,Little Rock,US
Cardiology Consultants of Orange County Medical Group Inc.,Anaheim,US
Premier Valley Medical Group,Bakersfield,US
Cardiovascular Research Foundation of Southern California,Beverly Hills,US
Southbay Pharma Research,Buena Park,US
Med Center,Carmichael,US
Pioneer Medical Group,Cerritos,US
John Muir Physician Network Clinical Research Center,Concord,US
Atlantic Ave Medical Clinic Inc.,Cudahy,US
Multani Medical Group,Downey,US
Inc/Encino Research Center,Encino,US
Aviva Research,Escondido,US
Valley Research,Fresno,US
St. Jude Hospital Yorba Linda DBA St. Joseph Heritage Healthcare,Fullerton,US
Omnibus Clinical Research,La Palma,US
Alliance Research Centers,Laguna Hills,US
Prime Care Clinical Research Center,Laguna Hills,US
Clinical Trials Research,Lincoln,US
Long Beach Memorial Medical Center,Long Beach,US
American Institute of Research,Los Angeles,US
Intermed Group,Los Angeles,US
Academic Medical Research Institute,Los Angeles,US
Eastside Clinical Research Associates,Los Angeles,US
California Medical Research Associates Inc.,Northridge,US
Diabetes Associates Medical Group,Orange,US
Saviers Medical Group,Port Hueneme,US
Arch Health Partners,Poway,US
California Research Foundation,San Diego,US
San Diego Family Care dba Linda Vista Health Center,San Diego,US
San Diego Family Care,San Diego,US
Ritchken & First Md's,San Diego,US
West Coast Research LLC,San Ramon,US
Syrentis Clinical Research,Santa Ana,US
Encompass Clinical Research,Spring Valley,US
St. Joseph's Medical Associates,Stockton,US
Westlake Medical Research,Thousand Oaks,US
Los Angeles Biomedical Research Institute at Harbor - UCLA Medical Center,Torrance,US
Harbor - UCLA Medical Center,Torrance,US
Orange County Research Center,Tustin,US
Bayview Research Group,Valley Village,US
Coastal Metabolic Research Centre,Ventura,US
Ventura Clinical Trials,Ventura,US
Inc. / Cassidy Medical Group - Vista,Vista,US
Allianz Research Institute,Westminster,US
American Institute of Research Studies,Whittier,US
Colorado Springs Health Partners,Colorado Springs,US
ExpressCare Clinical Research,Colorado Springs,US
Lynn Institute of the Rockies,Colorado Springs,US
Memorial Hospital: University of Colorado Health,Colorado Springs,US
Lynn Institute of Denver,Denver,US
Bridgeport Hospital,Bridgeport,US
Stamford Therapeutics Consortium,Stamford,US
Alfieri Cardiology,Wilmington,US
ACRC - Cardiology,Atlantis,US
Gulf Coast Endocrine and Diabetes Center,Clearwater,US
Team Medical Research,Coral Gables,US
Cardiology Associates Research Company,Daytona Beach,US
Seidman Clinical Trials,Delray Beach,US
The Cardiology Center,Delray Beach,US
Continental Research Corp,Doral,US
Care Research Center Inc,Doral,US
Advanced Clinical Research of Miami (ACROM) International,Doral,US
The Center for Diabetes and Endocrine Care,Fort Lauderdale,US
Broward Health Medical Center (BHMC) (Broward General Medical Center (BGMC)),Fort Lauderdale,US
Direct Helpers Medical Center Inc,Hialeah,US
Research Physicians Network Alliance,Hollywood,US
Westside Center for Clinical Research,Jacksonville,US
River City Clinical Research,Jacksonville,US
Jacksonville Center for Clinical Research,Jacksonville,US
Baker-Gilmore Cardiovascular Institute,Jacksonville,US
The Heart Institute at Largo,Largo,US
South Florida Clinical Research Institute,Margate,US
Accelovance,Melbourne,US
G & I Medical Research LLC,Miami Lakes,US
A & L Clinical Research,Miami,US
Finlay Medical Research,Miami,US
Medical Research Center,Miami,US
Nuren Medical & Research Center,Miami,US
Doctors Research Institute,Miami,US
Coast Research Institute,Miami,US
Columbus Clinical Services LLC,Miami,US
Cardiovascular Research Center of South Florida,Miami,US
BWell Research Center,Miami,US
Advanced Clinical Research,Miami,US
Southwest Florida Research,Naples,US
BayCare Medical Group,New Port Richey,US
The Heart & Vascular Institute of Florida,New Port Richey,US
Bravo Health Care Center,North Bay Village,US
Florida Hospital Cardiovascular Institute,Orlando,US
LLC dba Peninsula Research,Ormond Beach,US
South Broward Research,Pembroke Pines,US
DBC Research USA,Pembroke Pines,US
Cardiology Consultants,Pensacola,US
Clincal Research of Florida,Plant City,US
Clinical Research of Central Florida,Plant City,US
Office Of,Plantation,US
Nova Clinical Research Collaborative,Plantation,US
St. Johns Center for Clinical Research,Ponte Vedra,US
Charlotte Heart Group Research Center,Port Charlotte,US
Advance Medical Research,Saint Petersburg,US
Intercoastal Medical Group,Sarasota,US
Cardiovascular Center Of Sarasota,Sarasota,US
Heart & Vascular Center Research,Sarasota,US
Intercoastal Medical Group (Drug Shipment Address and Administrative),Sarasota,US
DO,Seminole,US
Interventional Cardiac Consultants,Trinity,US
Cardiology Partners Clinical Research Institute,Wellington,US
Cleveland Clinic Cardiology Associates,West Palm Beach,US
Atlanta Diabetes Associates,Atlanta,US
Atlanta Center For Medical Research,Atlanta,US
Rockdale Medical Research Associates,Conyers,US
30014 Covington,United States,
Alta Pharmaceutical Research Center,Dunwoody,US
Atlanta Center for Clinical Research / Internal Medicine,Roswell,US
30078 Snellville,United States,
Clinical Research Atlanta,Stockbridge,US
East-West Medical Research Institute,Honolulu,US
LLLP,Blackfoot,US
Elite Clinial Trials,Blackfoot,US
St. Luke's Idaho Cardiology Associates,Caldwell,US
Solaris Clinical Research,Meridian,US
Inc./Michigan Avenue Internists,Chicago,US
Inc./Medical and Procedural Specialists of Illinois,Chicago,US
Heart Care Centers of Illinois,Mokena,US
Advanced CardioVascular Consultants,Rock Island,US
Inc. / Family Medicine Associates,Evansville,US
Deaconess Clinic Mt. Pleasant,Evansville,US
American Health Network of Indiana LLC,Franklin,US
West Broadway Clinic,Council Bluffs,US
University of Iowa College of Public Health - Preventive Intervention Center,Iowa City,US
Northeast Iowa Medical Education Foundation,Waterloo,US
University Of Kansas Medical Center,Kansas City,US
LLC D.B.A GTC Research,Shawnee Mission,US
Central Cardiology Associates Research,Elizabethtown,US
L-MARC Research Center,Louisville,US
Clinical Trials of America LA,Monroe,US
KAMP Medical Research Inc.,Natchitoches,US
Maine Research Associates,Auburn,US
Cranbrook Cardiology Research Associates,Westbrook,US
MedStar Cardiology Associates,Annapolis,US
MedStar Chesapeake CardioVascular Associates,Baltimore,US
MedStar Union Memorial Heart Specialists,Baltimore,US
Maryland Cardiovascular Specialists,Baltimore,US
Overlea Personal Physicians,Baltimore,US
Lutherville Personal Physicians,Lutherville,US
MD Medical Research,Oxon Hill,US
Metro West Medical Center Research Clinic,Framingham,US
Metro West Medical Center,Framingham,US
MetroWest Medical Center - Pharmacy Department,Framingham,US
Charles River Medical Associates,Natick,US
Endeavor Medical Research,Alpena,US
St. Joseph Mercy Health System,Ann Arbor,US
University of Michigan - Domino Farms,Ann Arbor,US
IHA Chelsea Family & Internal Medicine,Chelsea,US
Healthy Heart Cardiology,Grandville,US
Sparrow Thoracic & Cardiovascular Institute,Lansing,US
MidMichigan Medical Center Midland,Midland,US
Michigan Cardio Vascular Institute,Saginaw,US
Oakland Medical Research Center,Troy,US
Troy Internal Medicine Research Division,Troy,US
Michigan Heart & Vascular Institute,Ypsilanti,US
dba Essentia Health Duluth Clinic Investigational Drug Room,Duluth,US
St. Mary's Medical Center (Primary Practice Site),Duluth,US
dba Abbott Northwestern Hospital,Minneapolis,US
CentraCare Heart and Vascular Center,Saint Cloud,US
HealthEast Medical Research Institute,Saint Paul,US
HealthEast St. Joseph's Hospital Pharmacy,Saint Paul,US
Olive Branch Family Medical Center,Olive Branch,US
Saint Luke's Lipid and Diabetes Research Center,Kansas City,US
Mercy Research,Saint Louis,US
Montana Medical Research Inc.,Missoula,US
Bryan Heart,Lincoln,US
Creighton Diabetes Center,Omaha,US
AB Clinical Trials,Las Vegas,US
Clinical Research Of South Nevada,Las Vegas,US
MD dba Wellness and Research Center,Belvidere,US
Advanced Heart Care LLC,Bridgewater,US
Lourdes Cardiology Services,Cherry Hill,US
USMA Clinical Research,Elizabeth,US
NJ Heart,Linden,US
Arysmed LLC,Lodi,US
Rutgers Biomedical and Health Sciences-Robert Wood Johnson Medical School,New Brunswick,US
Cardiac and Endovascular Associates,Ridgewood,US
Cardio Metabolic Institute,Somerset,US
TLB Research LLC,Trenton,US
Westwood Cardiology Associates,Westwood,US
Division of Community Endocrinology,Albany,US
Llp,Buffalo,US
NYU Hudson Valley Cardiology,Cortlandt Manor,US
SJH Cardiology Associates,Liverpool,US
Long Island Heart Associates,Mineola,US
Manhattan Medical Research Practice,New York,US
DiGiovanna Institute for Medical Education And Research,North Massapequa,US
Institute for Clinical Studies,Rosedale,US
Central New York Cardiology,Utica,US
Great Lakes Medical Research,Westfield,US
Buffalo Medical Group - Research Department,Williamsville,US
Buffalo Medical Group,Williamsville,US
Novant Health Heart and Vascular Institute,Charlotte,US
PMG Research of Charlotte,Charlotte,US
Sensenbrenner Primary Care,Charlotte,US
NC Heart and Vascular,Clayton,US
LeBauer Cardiovascular Research Foundation,Greensboro,US
Carolina Cardiology Cornerstone,High Point,US
Burke Primary Care,Morganton,US
Eastern Nephrology Associates,New Bern,US
Boice Willis Clinic,Rocky Mount,US
LLC - Patient Intake,Rocky Mount,US
Piedmont Healthcare/Research,Statesville,US
Lillestol Research LLC,Fargo,US
The Lindner Center for Research and Education at The Christ Hospital,Cincinnati,US
Metabolic and Atherosclerosis Research Center,Cincinnati,US
Cleveland Clinic - Taussig Cancer Institute,Cleveland,US
Inc (dba Dayton Heart Center),Dayton,US
PriMed Clinical Research,Dayton,US
North Ohio Heart Center (Administrative Only),Elyria,US
North Ohio Heart Center,Elyria,US
ProMedica Northwest Ohio Cardiology Consultants,Toledo,US
LLC d/b/a St. Elizabeth Youngstown Hospital,Youngstown,US
LION Research,Norman,US
COR Clinical Research LLC,Oklahoma City,US
Oklahoma Heart Hospital Physicians,Oklahoma City,US
Oklahoma Heart Hospital Research Foundation,Oklahoma City,US
Oklahoma Heart Hospital,Oklahoma City,US
Integrated Medical Research PC,Ashland,US
Portland Preventive Cardiology LLC,Portland,US
Abington Memorial Hospital (administrative only),Abington,US
Clinical Research Associates of Central PA,Altoona,US
Brandywine Clinical Research,Downingtown,US
Doylestown Cardiology Associates - VIAA,Doylestown,US
a division of Doylestown Health Physicians,Doylestown,US
AMH/Feasterville Family Health Care Center,FeastervilleTrevose,US
Greater Pittsburgh Vascular,Jefferson Hills,US
Green and Seidner Family Practice Associates,Lansdale,US
Family Medical Associates,Levittown,US
Mercer Bucks Cardiology,Newtown,US
Philadelphia Health Associates-Adult Medicine,Philadelphia,US
Allegheny Endocrinology Associates,Pittsburgh,US
Preferred Primary Care Physicians,Pittsburgh,US
Fay-West Family Practice,Scottdale,US
Buxmont Cardiology Division,Sellersville,US
Coastal Cardiolgy,Charleston,US
Upstate Pharmaceutical Research,Greenville,US
Black Hills Cardiovascular-Regional Health Research,Rapid City,US
Collierville Medical Specialists,Collierville,US
Holston Medical Group,Kingsport,US
New Phase Research & Development,Knoxville,US
Inc d/b/a PMG Research of Knoxville,Knoxville,US
Cardiovascular Research of Knoxville,Knoxville,US
New Orleans Center for Clinical Research,Knoxville,US
Volunteer Research Group,Knoxville,US
Southwind Medical Specialists,Memphis,US
Tennessee Center for Clinical Trials,Tullahoma,US
PharmaTex Research,Amarillo,US
Texas Diabetes & Endocrinology,Austin,US
L.L.P.,Beaumont,US
Southeast Texas Clinical Research Center,Beaumont,US
Baylor Research Institute IRB,Dallas,US
VA North Texas Health Care System - Dallas VAMC,Dallas,US
Baylor Heart and Vascular Institute,Dallas,US
Dallas Diabetes and Endocrine Center,Dallas,US
Cardiovascular Research Institute of Dallas,Dallas,US
Research Institute of Dallas,Dallas,US
Baylor University Medical Center / Department of Pharmacy,Dallas,US
(For IP storage only)The University of Texas Southwestern Medical Center,Dallas,US
The University of Texas Southwestern Medical Center,Dallas,US
William P. Clements Jr. University Hospital,Dallas,US
Doctors Hospital At Renaissance,Edinburg,US
76104 Fort Worth,United States,
The Medical Group of Texas,Fort Worth,US
Rockwood Medical Clinic,Fort Worth,US
East Texas Cardiology PA,Houston,US
Spring Clinical Research,Houston,US
LP,Houston,US
Prime Care Medical Group,Houston,US
ICTR/Baylor College of Medicine,Houston,US
Texas Medical Center- UT Health Clinical Research Unit,Houston,US
Texas Medical Center,Houston,US
The University of Texas Health Science Center at Houston- UT Physicians,Houston,US
Protenium Clinical Research LLC,Hurst,US
Caprock Cardiac Center Research Institute Inc.,Lubbock,US
Midland Clinical Research Center,Midland,US
Hill Country Medical Associates,New Braunfels,US
Sun Research Institute,San Antonio,US
Southwest Clinic,San Antonio,US
FIRST Outpatient Research Unit,San Antonio,US
University of Texas Health Science Center San Antonio,San Antonio,US
University of Texas Health Sciences Center at San Antonio,San Antonio,US
Victorium Clinical Research,San Antonio,US
LLC),Schertz,US
LLC/Royal Oaks Medcical Home and Wellness Clinics,Sugar Land,US
IP + Dry ice deliveries Sugar Lakes Family Practice,Sugar Land,US
Sugar Lakes Family Practice,Sugar Land,US
Northwest Houston Heart Center,Tomball,US
Admin & Storage only:Northwest Heart Center,Tomball,US
Northwest Heart Center,Tomball,US
Paramount Medical Care,Ogden,US
Aspen Clinical Research LLC,Orem,US
Revere Health,Provo,US
Holladay Family Practice,Salt Lake City,US
Heart Center at St. Mark's Hospital,Salt Lake City,US
Clinical Research Institute of Northern Virginia,Burke,US
Burke Internal Medicine & Research,Burke,US
Virginia Heart,Falls Church,US
Seven Corners Medical Research Center,Falls Church,US
Virginia Research Center,Midlothian,US
Inc. dba CJW Medical Center,Richmond,US
dba Cardiology Associates of Richmond,Richmond,US
Roanoke Heart Institute,Roanoke,US
Hampton Roads Center for Clinical Research,Suffolk,US
PS,Burien,US
Premier Clinical Research,Spokane,US
Walla Walla Clinic,Walla Walla,US
Wenatchee Valley Hospital & Clinics,Wenatchee,US
Fairmont General Hospital,Fairmont,US
Waukesha Heart Foundation,Waukesha,US
Instituto de Investigaciones Clinicas Bahia Blanca,Bahia Blanca,AR
Hospital Britanico De Buenos Aires,Ciudad Autonoma de B. Aires,AR
CEDIC - Consultorios Medicos,Ciudad Autonoma de Buenos Aires,AR
CIMeL CHAHIN CHAHIN S.A.,Lanus Este,AR
Instituto de Investigaciones Clinicas Zarate,Zarate,AR
Consultorios Asociados de Endocrinologia e Investigacion Clinica Aplicada,.a.b.a,AR
STAT Research S.A.,.a.b.a,AR
Clinica Privada de Especialidades Medicas,Villa Maria,AR
CIPADI Centro Integral de Prevencion y Atencion en Diabetes,Godoy Cruz,AR
Hospital Interzonal Gral. de Agudos Dr. Jose Penna,Bahia Blanca,AR
IMEP Instituto Medico Elsa Perez,Ciudadela,AR
Instituto Medico Aguero,Moron,AR
Corporacion Medica de San Martin,San Martin,AR
Cordis - Instituto del Corazon,Resistencia,AR
"Hospital de Alta Complejidad ""Pte. Juan Domingo Peron""",Formosa,AR
Hospital Provincial Dr. Jose Maria Cullen,Santa Fe,AR
Centro De Investigaciones Clinicas Del Litoral S.R.L.,Santa Fe,AR
Cedir S.A - Centro De Diagnostico Y Rehabilitacion S.A.,Santa Fe,AR
Centro Modelo de Cardiologia,San Miguel De Tucuman,AR
"Instituto de Hematologia y Medicina Clinica ""Dr. Ruben A. Davoli""",Rosario,AR
Clinica Coronel Suarez S.A.,Coronel Suarez,AR
Instituto Medico CENICLAR - Central de Investigaciones Clinicas AR -Sanatorio de la Mujer,Rosario,AR
Instituto de Investigaciones Clinicas Rosario,Rosario,AR
Centro Medico CCBR Tucuman,San Miguel de Tucuman,AR
CIPREC - Centro de Investigacion y Prevencion Cardiovascular S.A.,.a.b.a.,AR
Instituto de Cardiologia y Cirugia Cardiovascular - Fundacion Favaloro,Ciudad Autonoma de B. Aires,AR
Cicemo - Consultorio de Investigaciones Clinicas E.M.O. S.R.L.,Ciudad Autonoma De B. Aires,AR
Instituto Cardiovascular De Buenos Aires,Ciudad Autonoma de B. Aires,AR
Investigaciones Medicas IMOBA S.R.L.,Ciudad Autonoma de Buenos Aires,AR
Universidad Maimonides,Ciudad Autonoma De Buenos Aires,AR
Centro de Investigacion: AXISMED S.R.L.,Ciudad Autonoma de Buenos Aires,AR
ILAIM Instituto Latinoamericano de Investigaciones Medicas,Cordoba,AR
Clinico Chutro SRL,Cordoba,AR
"Centro de Investigaciones Clinicas ""Instituto del Corazon""",Cordoba,AR
Clinica Privada Colombo,x5002AOQ Cordoba,AR
Instituto Medico DAMIC S.R.L.,Cordoba,AR
Centro Medico Luquez,Cordoba,AR
IPAC Caraffa,Cordoba,AR
"Instituto de Cardiologia de Corrientes ""Juana Fca. Cabral""",Corrientes,AR
Hospital Central de Mendoza,Mendoza,AR
Cordis S.A.,Salta,AR
Centro Cardiovascular Salta,Salta,AR
Instituto Cardiovascular San Luis A.E.,San Luis,AR
Exercise and Eating Disorders,Camperdown,AU
Central Coast Neurosciences Research,Erina,AU
AUn Clinical Research Network,Maroubra,AU
Holy Spirit Northside Private Hospital Limited,Chermside,AU
Core Research Group Pty Ltd,Milton,AU
Austrials Pty Ltd,Sherwood,AU
Adelaide Medical Research,Ashford,AU
SA Heart,Ashford,AU
Southern Adelaide Diabetes and Endocrine Service,Daws Park,AU
Heart and Vascular Research,Fullarton,AU
Eastern Health - Box Hill Hospital,Box Hill,AU
The Northern Hospital,Epping,AU
Barwon Health-The Geelong Hospital,Geelong,AU
Austin Health - Heidelberg Repatriation Hospital,Heidelberg West,AU
HPS Pharmacies,Joondalup,AU
Joondalup Cardiovascular Trials Foundation Inc.,Joondalup,AU
Heart Research Institute,Nedlands,AU
VZW Algemeen Ziekenhuis KLINA,Brasschaat,BE
AZ Turnhout - campus St. Elisabeth,Turnhout,BE
Hopital Erasme-Universite Libre de Bruxelles (ULB),Anderlecht,BE
Centre hospitalier de Jolimont-Lobbes - Centre de Recherche Medicale de Jolimont,La Louviere,BE
Algemeen Stedelijk Ziekenhuis,Aalst,BE
Az Sint Blasius,Dendermonde,BE
AZ Sint Lucas Gent-Campus Sint Lucas,Gent,BE
Az Glorieux,Ronse,BE
AZ Groeninge-Campus Loofstraat,Kortrijk,BE
Az Damiaan,Oostende,BE
A.Z. Sint-Augustinus Veurne,Veurne,BE
Imeldaziekenhuis Bonheiden,Bonheiden,BE
A.Z. St.Jan AV Brugge,Brugge,BE
University Hospital Brussels - Centrum voor hart- en vaatziekten,Brussels,BE
University Hospital Brussels- Diabeteskliniek,Brussels,BE
Private Practice 'Cardiovascular Detection Center',De Pinte,BE
ZOL Campus Sint-Jan,Genk,BE
AZ Maria Middelares,Gent,BE
Site St-Joseph,Gilly,BE
Hygeia,Hasselt,BE
Sint-Franciskusziekenhuis,HeusdenZolder,BE
University hospitals Leuven - Cardiology department,Leuven,BE
Centre Hospitalier Chretien,Liege,BE
Huisartsenpraktijk Medilink,Linkebeek,BE
Huisartsenpraktijk Luc Capiau,Massemen,BE
AZ Sint-Maarten,Mechelen,BE
C.H.U. Ambroise Pare,Mons,BE
Mariaziekenhuis vzw,Overpelt,BE
AZ Nikolaas,SintNiklaas,BE
Dr. Luc De Wolf - Private Practice,Tienen,BE
Instituto Cardiopulmonar da Bahia,Salvador,BR
Fundacao Bahiana De Cardiologia,Salvador,BR
HBA S/A ASSISTENCIA MEDICA E HOSPITALAR-Hospital da Bahia,Salvador,BR
Hospital Universitario Walter Cantidio,Fortaleza,BR
Hospital de Messejana Dr Carlos Alberto Studart Gomes,Fortaleza,BR
Centro de Pesquisas em Diabetes e Doencas Endocrino-Metabolicas Ltda,Fortaleza,BR
Instituto De Cardiologia Do Distrito Federal,Brasilia,BR
CEDOES - Centro de Diagnostico e Pesquisa da Osteoporose do Espirito Santo,Vitoria,BR
INGOH - Instituto Goiano de Oncologia e Hematologia,Goiania,BR
